"","MekDD_1_1","Aktmyr_1_2","ARPE19_1_3","RasV12_1_4","T53D4_1_5","MekDD_3_1","Aktmyr_3_2","ARPE19_3_3","RasV12_3_4","T53D4_3_5","RasV12_2_4","T53D4_2_5","MekDD_2_1","Aktmyr_2_2","ARPE19_2_3"
"AKAP8",9.71345286368733,9.42997534222724,9.78803362049572,9.82513995654619,9.76079051491029,10.0048765389885,9.91873025838936,10.0679139439829,10.1229153139757,10.037511958829,9.97860085001763,9.76801486505793,9.84096266837665,9.57365742963179,9.95537333033924
"WIZ",10.5251648907995,10.8956185623709,11.086419782156,10.4022450496473,10.9677187730853,10.5426635607182,10.6257947155895,10.6858009445129,10.4435014105801,10.7918923905621,10.7388377930302,10.8220884468857,10.5371557692914,10.9856047604102,10.8110993983163
"TPM4",15.7292761387842,15.5384946989555,15.1709217272314,15.2850719302628,15.6804837852611,15.238354791918,15.4765127579454,15.0951257990718,15.3233993017798,15.130017355573,14.9773668191482,15.2326539585407,15.2272874213144,15.5694216732401,15.1241025001007
"FAM32A",11.2436675085359,11.210845934755,11.5034665379553,11.220853856679,11.4009470200357,11.4635709045386,11.4196399144818,11.5802012523366,11.3016863901855,11.5895839611204,11.4385345687523,11.5706154961588,11.3685748567037,11.4808043523796,11.6108739367375
"KLF2",9.46446649008843,8.17111216872243,8.60400601063474,9.6949694663756,8.95867672972388,9.07269581344512,7.39668541091048,8.00938591392662,9.4243010716173,8.15221261535059,9.5442760694266,7.89879687658083,9.22589619691066,8.24270104236792,7.98328131419238
"EPS15L1",10.0308441788907,10.3531339718151,10.2422858899456,10.2392644572503,10.4142932124755,10.1341833230244,10.4341036943587,10.1726647021808,10.077454103124,10.416684718088,10.280094527749,10.3509863414983,10.1590499870589,10.4815658550007,10.3051066905566
"CHERP",10.1497080209131,9.92590727949233,10.3602512568579,10.2393122910874,10.2340086323705,10.0203087426155,9.8726065805873,10.1111843702369,10.1560996720531,10.1646574384251,10.2190347247572,10.0854675055687,10.0944943851511,9.91248339208131,10.1163960781321
"SLC35E1",11.6777946088818,11.9843627942943,11.752851292617,11.2242341853872,11.6107106985547,11.293300191002,11.7921489646758,11.5544815679806,11.342052284298,11.3102828340558,11.2311304247857,11.0858115109242,11.0992937724027,11.7247141445254,11.468483769062
"SMIM7",9.60441212833489,9.30546224464218,9.38347197980168,9.64202336964059,9.27572368748848,9.44099331081607,9.66332057619312,9.3844080521622,9.6211536349266,9.45012757137529,9.53421866116997,9.20792609282212,9.42666459983021,9.39587241435535,9.44894932918018
"TMEM38A",6.87603264647841,7.22909368909802,7.31888768918175,6.90247562776196,7.18866940671754,7.23221614879398,7.10320942186951,7.26127733271358,6.85882042148179,7.2885497831998,7.11258347758693,7.46851783874105,7.15049937479207,7.20127706348609,7.32331240151262
